Original Repo ID,Average Fork Lifespan (days),Fork Count,Forks >= 10,Contributions >= 10,Contributions < 10,Developers,Common Contributions,Forks - Contributions >= 10 - Developers,PR Count,PR Commits Count,Stars >= 10 PRs Count,Stars >= 10 and Unique Commits PRs Count,Stars >= 10 PRs Commits Count,Stars >= 10 and Unique Commits PRs Commits Count,Accepted PR avg lifetime per origin,Stars >= 10 and Unique Commits PR Accepted PR avg lifetime per origin,Forks Unique Commits Count + PR Commits Count,Fork's unique commits,Fork's commits from PR over all unique commits proportion
francescopace/espectre,0,242,0,0,0,0,0,0,2,2,0,0,0,0,,,2,0,#DIV/0!
dekuNukem/Nintendo_Switch_Reverse_Engineering,2965.89,211,1,1,0,1,1,0,27,74,27,27,74,74,0.73,0.73,96,22,77.08%
containers/crun,1501.58,384,1,1,0,1,1,0,757,1633,683,683,1477,1477,1.73,1.73,1695,62,95.97%
schwabe/ics-openvpn,2128.83,1275,2,1,0,2,1,0,4,63,1,1,30,30,,,107,44,40.54%
hnes/libaco,0,451,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
AlexAltea/orbital,0,272,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
blackmagic-debug/blackmagic,2687.84,770,6,4,0,6,4,0,645,3549,316,316,974,974,13.93,13.93,7082,3533,21.61%
jordansissel/xdotool,0,337,0,0,0,0,0,0,16,30,0,0,0,0,,,30,0,#DIV/0!
sandboxie/sandboxie,0,720,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
FreeRTOS/FreeRTOS-Kernel,0,1344,0,0,0,0,0,0,16,64,0,0,0,0,,,64,0,#DIV/0!
enjoy-digital/litex,0,648,0,0,0,0,0,0,75,372,0,0,0,0,,,372,0,#DIV/0!
linw7/Skill-Tree,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
apache/guacamole-server,0,721,0,0,0,0,0,0,5,44,0,0,0,0,,,44,0,#DIV/0!
shadowsocks/ChinaDNS,2882.25,1173,1,0,0,1,0,0,0,0,0,0,0,0,,,11,11,0.00%
openbsd/src,3265.01,926,1,0,0,1,0,0,0,0,0,0,0,0,,,1147,1147,0.00%
zmkfirmware/zmk,1239.57,2811,16,11,0,16,11,0,996,1954,539,539,1470,1470,19.27,19.27,5794,3840,27.68%
cilium/pwru,0,212,0,0,0,0,0,0,373,468,0,0,0,0,,,468,0,#DIV/0!
citusdata/pg_cron,0,226,0,0,0,0,0,0,25,35,0,0,0,0,,,35,0,#DIV/0!
wishstudio/flinux,0,254,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
neomutt/neomutt,0,328,0,0,0,0,0,0,1554,4257,0,0,0,0,,,4257,0,#DIV/0!
psycopg/psycopg2,5379.25,520,1,0,0,1,0,0,27,66,0,0,0,0,,,106,40,0.00%
raspberrypi/pico-examples,1021.71,961,2,2,0,2,2,0,151,363,71,71,125,125,62.24,62.24,531,168,42.66%
openssh/openssh-portable,2719.55,1478,5,4,0,5,4,0,18,301,15,15,255,255,,,5177,4876,4.97%
aubio/aubio,0,402,0,0,0,0,0,0,4,44,0,0,0,0,,,44,0,#DIV/0!
xemu-project/xemu,0,354,0,0,0,0,0,0,356,755,0,0,0,0,,,755,0,#DIV/0!
surge-synthesizer/surge,2512.04,432,1,1,0,1,1,0,55,90,1,1,3,3,0.68,0.68,104,14,17.65%
Lienol/openwrt,0,1856,0,0,0,0,0,0,3,90,0,0,0,0,,,90,0,#DIV/0!
HyperDbg/HyperDbg,0,454,0,0,0,0,0,0,254,1480,0,0,0,0,,,1480,0,#DIV/0!
ibireme/yyjson,0,339,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
darkk/redsocks,3366.59,512,3,2,0,3,2,0,2,39,2,2,39,39,,,265,226,14.72%
networkupstools/nut,0,391,0,0,0,0,0,0,66,554,0,0,0,0,,,554,0,#DIV/0!
openai/retro,1241.03,527,1,0,0,1,0,0,18,78,0,0,0,0,,,183,105,0.00%
fragglet/c-algorithms,0,773,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
littlekernel/lk,1094.96,728,2,1,0,2,1,0,71,258,11,11,40,40,15.98,15.98,392,134,22.99%
StuckAtPrototype/Racer,0,482,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
apache/nuttx,1171.01,1387,1,1,0,1,1,0,144,219,7,7,11,11,0.2,0.2,1092,873,1.24%
checkpoint-restore/criu,2349.73,654,1,1,0,1,1,0,10,84,4,4,16,16,8.66,8.66,375,291,5.21%
unbit/uwsgi,0,697,0,0,0,0,0,0,3,32,0,0,0,0,,,32,0,#DIV/0!
TechUnRestricted/WinDiskWriter,0,88,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
premake/premake-core,3675.54,640,1,1,0,1,1,0,330,502,274,274,425,425,10.35,10.35,555,53,88.91%
blechschmidt/massdns,2822.89,491,2,0,0,1,0,1,2,2,0,0,0,0,,,6,4,0.00%
SchedMD/slurm,3217.26,708,1,0,0,1,0,0,3,49,0,0,0,0,,,335,286,0.00%
answer-huang/dSYMTools,0,872,0,0,0,0,0,0,2,3,0,0,0,0,,,3,0,#DIV/0!
krakjoe/pthreads,0,548,0,0,0,0,0,0,16,49,0,0,0,0,,,49,0,#DIV/0!
geany/geany,1189.17,643,1,0,0,1,0,0,32,43,0,0,0,0,,,159,116,0.00%
vanhoefm/krackattacks-scripts,0,776,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
Aleksoid1978/MPC-BE,47.3,131,1,0,0,1,0,0,0,0,0,0,0,0,,,4,4,0.00%
pgbackrest/pgbackrest,0,249,0,0,0,0,0,0,196,2160,0,0,0,0,,,2160,0,#DIV/0!
axboe/liburing,869.71,478,2,1,0,2,1,0,13,14,13,13,14,14,3.99,3.99,244,230,5.74%
espressif/ESP8266_RTOS_SDK,0,1581,0,0,0,0,0,0,6,150,0,0,0,0,,,150,0,#DIV/0!
mabeijianxi/small-video-record,0,728,0,0,0,0,0,0,1,2,0,0,0,0,,,2,0,#DIV/0!
rvaiya/warpd,0,175,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
yandex/odyssey,0,190,0,0,0,0,0,0,329,572,0,0,0,0,,,572,0,#DIV/0!
vozlt/nginx-module-vts,0,471,0,0,0,0,0,0,6,6,0,0,0,0,,,6,0,#DIV/0!
gtworek/PSBits,0,558,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
quickjs-zh/QuickJS,0,315,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
emojicode/emojicode,0,174,0,0,0,0,0,0,15,52,0,0,0,0,,,52,0,#DIV/0!
libopencm3/libopencm3,4785.25,1007,1,1,0,1,1,0,4,14,1,1,1,1,30.63,30.63,130,116,0.85%
NetHack/NetHack,2633.95,510,1,0,0,1,0,0,0,0,0,0,0,0,,,35,35,0.00%
jp9000/OBS,3969.83,849,1,1,0,1,1,0,7,49,2,2,31,31,18.74,18.74,249,200,13.42%
spdk/spdk,3071.77,1166,2,2,0,2,2,0,15,193,10,10,92,92,,,4829,4636,1.95%
cuber/ngx_http_google_filter_module,929.78,805,1,0,0,1,0,0,0,0,0,0,0,0,,,13,13,0.00%
nmap/npcap,0,596,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
bdwgc/bdwgc,4235.3,422,1,1,0,1,1,0,2,31,1,1,1,1,9.57,9.57,1186,1155,0.09%
Proxmark/proxmark3,3514.05,783,7,5,0,7,5,0,299,994,266,266,898,898,7.42,7.42,3980,2986,23.12%
microsoft/ebpf-for-windows,0,270,0,0,0,0,0,0,975,1703,0,0,0,0,,,1703,0,#DIV/0!
namhyung/uftrace,1189.89,559,3,1,0,3,1,0,32,47,19,19,20,20,7.25,7.25,221,174,10.31%
ireader/media-server,2046.46,1087,1,1,0,1,1,0,2,2,2,2,2,2,,,45,43,4.44%
winscp/winscp,0,386,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
libarchive/libarchive,0,847,0,0,0,0,0,0,64,64,0,0,0,0,,,64,0,#DIV/0!
joncampbell123/dosbox-x,1487.57,460,1,1,0,1,1,0,88,339,1,1,1,1,0.01,0.01,355,16,5.88%
unikraft/unikraft,1462.2,1429,1,0,0,1,0,0,18,112,0,0,0,0,,,130,18,0.00%
jakogut/tinyvm,0,317,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
eclipse-threadx/threadx,205.28,895,2,0,0,0,0,2,76,162,0,0,0,0,,,162,0,#DIV/0!
Stichting-MINIX-Research-Foundation/minix,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
collectd/collectd,4336,1178,3,3,0,3,3,0,359,1652,327,327,1458,1458,9.28,9.28,2961,1309,52.69%
intel/haxm,2787.33,918,1,1,0,1,1,0,110,188,7,7,15,15,20.13,20.13,194,6,71.43%
mridgers/clink,1920.01,279,1,1,0,1,1,0,1,10,1,1,10,10,,,36,26,27.78%
axel-download-accelerator/axel,0,290,0,0,0,0,0,0,4,5,0,0,0,0,,,5,0,#DIV/0!
vladelaina/Catime,0,136,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
rxi/log.c,0,651,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
google/honggfuzz,3332.52,530,2,2,0,2,2,0,73,331,70,70,327,327,0.69,0.69,1103,772,29.75%
hanwckf/rt-n56u,1861.79,1746,7,5,0,7,5,0,72,260,69,69,250,250,7.82,7.82,970,710,26.04%
Celtoys/Remotery,3472.13,281,1,1,0,0,0,0,7,19,7,0,19,0,0.69,,19,0,#DIV/0!
yarrick/pingfs,0,143,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
checkedc/checkedc,0,204,0,0,0,0,0,0,163,530,0,0,0,0,,,530,0,#DIV/0!
zlgopen/awtk,0,778,0,0,0,0,0,0,14,14,0,0,0,0,,,14,0,#DIV/0!
akheron/jansson,2142.11,859,1,1,0,1,1,0,39,83,10,10,15,15,1.12,1.12,125,42,26.32%
tvheadend/tvheadend,4555.8,904,4,4,0,4,4,0,235,1113,98,98,491,491,7.56,7.56,1765,652,42.96%
civetweb/civetweb,0,1017,0,0,0,0,0,0,29,98,0,0,0,0,,,98,0,#DIV/0!
sysstat/sysstat,0,475,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
joyent/libuv,4328.83,648,2,1,0,2,1,0,24,104,1,1,1,1,,,2607,2503,0.04%
libAudioFlux/audioFlux,0,152,0,0,0,0,0,0,6,27,0,0,0,0,,,27,0,#DIV/0!
atc1441/ATC_MiThermometer,1848.73,290,1,0,0,1,0,0,1,1,0,0,0,0,,,723,722,0.00%
termux/termux-x11,278.34,464,1,1,0,1,1,0,206,268,2,2,14,14,,,350,82,14.58%
EasyHook/EasyHook,2102.86,660,1,0,0,1,0,0,8,28,0,0,0,0,,,38,10,0.00%
hexchat/hexchat,2705.04,553,1,1,0,1,1,0,17,98,3,3,2,2,,,129,31,6.06%
DhavalKapil/icmptunnel,0,352,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
MiSTer-devel/Main_MiSTer,1688.55,330,4,1,0,4,1,0,4,6,4,4,6,6,0.02,0.02,122,116,4.92%
rizinorg/rizin,0,447,0,0,0,0,0,0,2488,9256,0,0,0,0,,,9256,0,#DIV/0!
weechat/weechat,0,354,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
osqzss/gps-sdr-sim,2923.28,821,3,3,0,3,3,0,6,49,5,5,40,40,0.36,0.36,122,73,35.40%
json-c/json-c,5092.59,1079,1,0,0,1,0,0,6,82,0,0,0,0,,,84,2,0.00%
gozfree/gear-lib,0,919,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
ohler55/oj,0,263,0,0,0,0,0,0,46,180,0,0,0,0,,,180,0,#DIV/0!
WiringPi/WiringPi,2221.35,1190,3,1,0,3,1,0,45,253,1,1,30,30,0,0,306,53,36.14%
mtoyoda/sl,3075.45,408,5,1,0,5,1,0,1,1,1,1,1,1,0.11,0.11,38,37,2.63%
mintty/wsltty,0,111,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
jhawthorn/fzy,0,144,0,0,0,0,0,0,7,30,0,0,0,0,,,30,0,#DIV/0!
matrixcascade/PainterEngine,0,337,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
iqiyi/dpvs,0,745,0,0,0,0,0,0,35,466,0,0,0,0,,,466,0,#DIV/0!
jacksonliam/mjpg-streamer,1238.49,1178,2,1,0,2,1,0,1,3,1,1,3,3,,,31,28,9.68%
Ascotbe/Kernelhub,0,672,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
Simple-XX/SimpleKernel,1702.66,419,1,1,0,1,1,0,140,1136,125,125,998,998,1.09,1.09,5880,4744,17.38%
Legrandin/pycryptodome,0,556,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
zigzap/zap,0,107,0,0,0,0,0,0,4,38,0,0,0,0,,,38,0,#DIV/0!
stm32duino/Arduino_Core_STM32,3084.14,1021,1,1,0,1,1,0,612,2012,598,598,1969,1969,4.63,4.63,2135,123,94.12%
begeekmyfriend/leetcode,0,857,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
stephenfewer/ReflectiveDLLInjection,3064.13,713,3,0,0,3,0,0,0,0,0,0,0,0,,,93,93,0.00%
gpac/gpac,0,565,0,0,0,0,0,0,236,1070,0,0,0,0,,,1070,0,#DIV/0!
saki4510t/UVCCamera,2278.25,1194,5,2,0,5,2,0,4,8,2,2,5,5,,,196,188,2.59%
nuta/operating-system-in-1000-lines,0,241,0,0,0,0,0,0,4,7,0,0,0,0,,,7,0,#DIV/0!
bvschaik/julius,2037.4,198,2,2,0,2,2,0,70,571,33,33,284,284,2.55,2.55,4510,3939,6.73%
ProtonVPN/android-app,70.93,423,1,0,0,1,0,0,3,32,0,0,0,0,,,110,78,0.00%
GPUOpen-LibrariesAndSDKs/VulkanMemoryAllocator,0,413,0,0,0,0,0,0,4,20,0,0,0,0,,,20,0,#DIV/0!
id-Software/Quake-2,3058.87,693,4,0,0,3,0,1,0,0,0,0,0,0,,,98,98,0.00%
sustrik/libmill,0,256,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
leahneukirchen/nq,0,72,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
otya128/winevdm,0,181,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
ApsaraDB/PolarDB-for-PostgreSQL,0,501,0,0,0,0,0,0,106,462,0,0,0,0,,,462,0,#DIV/0!
InfiniTimeOrg/InfiniTime,1768.94,1009,1,1,0,1,1,0,132,474,13,13,50,50,13.87,13.87,736,262,16.03%
SynoCommunity/spksrc,2241.04,1192,6,5,0,6,5,0,988,3268,889,889,3011,3011,19.44,19.44,4572,1304,69.78%
rubinius/rubinius,0,670,0,0,0,0,0,0,62,345,0,0,0,0,,,345,0,#DIV/0!
lsalzman/enet,2450.99,641,3,2,0,3,2,0,4,19,4,4,19,19,,,356,337,5.34%
vifm/vifm,0,140,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
google/eddystone,0,767,0,0,0,0,0,0,31,73,0,0,0,0,,,73,0,#DIV/0!
yitter/IdGenerator,0,419,0,0,0,0,0,0,7,7,0,0,0,0,,,7,0,#DIV/0!
traviscross/mtr,3488.82,323,4,1,0,3,0,0,15,31,15,0,31,0,0.45,,285,254,0.00%
slact/nchan,4440.54,293,2,1,0,2,1,0,3,48,1,1,12,12,,,89,41,22.64%
microsoft/ProcDump-for-Linux,0,337,0,0,0,0,0,0,28,154,0,0,0,0,,,154,0,#DIV/0!
AltraMayor/f3,0,161,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
saminiir/level-ip,1804.63,412,1,0,0,1,0,0,8,194,0,0,0,0,,,196,2,0.00%
the-tcpdump-group/tcpdump,3738.73,898,2,2,0,1,1,0,9,49,3,1,5,2,40.08,0.72,76,27,6.90%
ZSWatch/ZSWatch,400.75,269,3,1,0,1,1,2,221,719,2,2,8,8,31.97,31.97,741,22,26.67%
fancycode/MemoryModule,0,796,0,0,0,0,0,0,8,17,0,0,0,0,,,17,0,#DIV/0!
jonashaag/bjoern,3922.81,192,1,0,0,1,0,0,5,21,0,0,0,0,,,34,13,0.00%
irssi/irssi,0,390,0,0,0,0,0,0,52,110,0,0,0,0,,,110,0,#DIV/0!
vvaltchev/tilck,0,129,0,0,0,0,0,0,86,792,0,0,0,0,,,792,0,#DIV/0!
kn007/silk-v3-decoder,0,675,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
nanovms/nanos,0,160,0,0,0,0,0,0,1308,3649,0,0,0,0,,,3649,0,#DIV/0!
hydradatabase/columnar,0,98,0,0,0,0,0,0,143,248,0,0,0,0,,,248,0,#DIV/0!
starrtc/starrtc-server,0,927,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
Ewenwan/ShiYanLou,0,762,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
FelixKratz/JankyBorders,0,55,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
ashvardanian/StringZilla,0,112,0,0,0,0,0,0,82,678,0,0,0,0,,,678,0,#DIV/0!
shellinabox/shellinabox,0,482,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
acl-dev/acl,3116.26,878,1,1,0,0,0,0,30,80,30,0,80,0,0.08,,80,0,#DIV/0!
documentdb/documentdb,290.05,170,1,1,0,1,1,0,107,810,5,5,5,5,5.88,5.88,931,121,3.97%
stefanesser/dumpdecrypted,3965.63,599,3,2,0,3,2,0,2,13,2,2,13,13,,,33,20,39.39%
ElementsProject/lightning,3444.79,945,1,1,0,1,1,0,776,3354,604,604,2494,2494,6.55,6.55,13339,9985,19.99%
basil00/WinDivert,0,584,0,0,0,0,0,0,1,23,0,0,0,0,,,23,0,#DIV/0!
landley/toybox,0,375,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
the-tcpdump-group/libpcap,3416.02,883,1,1,0,1,1,0,27,124,18,18,24,24,20.73,20.73,520,396,5.71%
util-linux/util-linux,0,1297,0,0,0,0,0,0,25,195,0,0,0,0,,,195,0,#DIV/0!
FFTW/fftw3,2467.13,693,1,0,0,1,0,0,4,7,0,0,0,0,,,10,3,0.00%
wolfcw/libfaketime,0,351,0,0,0,0,0,0,3,6,0,0,0,0,,,6,0,#DIV/0!
srdja/Collections-C,0,338,0,0,0,0,0,0,4,63,0,0,0,0,,,63,0,#DIV/0!
mydumper/mydumper,3149.91,476,1,1,0,1,1,0,706,1885,4,4,33,33,758.38,758.38,1970,85,27.97%
DynamoRIO/dynamorio,0,601,0,0,0,0,0,0,3010,13031,0,0,0,0,,,13031,0,#DIV/0!
ImVexed/muon,0,66,0,0,0,0,0,0,10,36,0,0,0,0,,,36,0,#DIV/0!
bztsrc/raspi3-tutorial,2270.32,343,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
RavenSystem/esp-homekit-devices,0,369,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
jeelabs/esp-link,2900.22,707,1,0,0,1,0,0,3,15,0,0,0,0,,,43,28,0.00%
nicolasff/webdis,0,313,0,0,0,0,0,0,2,2,0,0,0,0,,,2,0,#DIV/0!
hanslub42/rlwrap,0,167,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
siduck/chadwm,0,228,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
open62541/open62541,0,1343,0,0,0,0,0,0,857,3080,0,0,0,0,,,3080,0,#DIV/0!
HeyWillow/willow,0,167,0,0,0,0,0,0,148,532,0,0,0,0,,,532,0,#DIV/0!
riscv-software-src/riscv-isa-sim,2720.74,915,2,2,0,2,2,0,309,887,5,5,61,61,0.07,0.07,1540,653,8.54%
GStreamer/gstreamer,0,704,0,0,0,0,0,0,11,11,0,0,0,0,,,11,0,#DIV/0!
baskerville/sxhkd,0,148,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
djkaty/Il2CppInspector,1035.25,405,3,0,0,3,0,0,0,0,0,0,0,0,,,174,174,0.00%
mpaland/printf,1622.94,467,1,1,0,1,1,0,5,34,5,5,34,34,,,432,398,7.87%
winshining/nginx-http-flv-module,1435.74,577,1,0,0,1,0,0,5,9,0,0,0,0,,,15,6,0.00%
asterisk/asterisk,2692.58,1114,1,0,0,1,0,0,7,62,0,0,0,0,,,126,64,0.00%
mofarrell/p2pvc,0,216,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
espruino/Espruino,3634.47,781,1,1,0,1,1,0,139,311,4,4,4,4,3.69,3.69,363,52,7.14%
lastpass/lastpass-cli,0,300,0,0,0,0,0,0,27,60,0,0,0,0,,,60,0,#DIV/0!
ntop/PF_RING,0,367,0,0,0,0,0,0,2,9,0,0,0,0,,,9,0,#DIV/0!
hacksysteam/HackSysExtremeVulnerableDriver,0,581,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
huggingface/neuralcoref,0,473,0,0,0,0,0,0,6,49,0,0,0,0,,,49,0,#DIV/0!
tostercx/GTAO_Booster_PoC,1728.4,170,1,0,0,1,0,0,0,0,0,0,0,0,,,26,26,0.00%
XorTroll/Goldleaf,2387.53,387,3,2,0,1,1,1,8,41,6,4,10,6,0.66,0.66,44,3,66.67%
simd-everywhere/simde,0,290,0,0,0,0,0,0,80,176,0,0,0,0,,,176,0,#DIV/0!
OpenSC/OpenSC,4419.62,771,3,3,0,3,3,0,468,1487,440,440,1430,1430,20.43,20.43,1965,478,74.95%
madler/pigz,4498.35,166,1,0,0,1,0,0,0,0,0,0,0,0,,,34,34,0.00%
LMDB/lmdb,1472.41,554,1,0,0,1,0,0,0,0,0,0,0,0,,,21,21,0.00%
htacg/tidy-html5,3685.31,459,2,2,0,2,2,0,133,570,2,2,3,3,,,807,237,1.25%
tomojitakasu/RTKLIB,3009.72,1314,7,3,0,7,3,0,8,120,6,6,78,78,3.39,3.39,2698,2578,2.94%
xiph/opus,1238.4,616,3,0,0,3,0,0,5,34,0,0,0,0,,,64,30,0.00%
mbebenita/Broadway,2870.62,451,2,1,0,2,1,0,3,8,1,1,1,1,0.03,0.03,16,8,11.11%
phoboslab/wipeout-rewrite,388.67,247,2,0,0,2,0,0,0,0,0,0,0,0,,,11,11,0.00%
seclab-ucr/INTANG,0,563,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
adrianlopezroche/fdupes,0,211,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
emersion/mako,0,157,0,0,0,0,0,0,25,46,0,0,0,0,,,46,0,#DIV/0!
gdbinit/MachOView,1809.96,674,3,1,0,3,1,0,1,2,1,1,2,2,,,13,11,15.38%
saghul/txiki.js,0,235,0,0,0,0,0,0,385,644,0,0,0,0,,,644,0,#DIV/0!
PlummersSoftwareLLC/Primes,1514.48,606,1,1,0,1,1,0,22,184,1,1,10,10,553.95,553.95,194,10,50.00%
pwmt/zathura,0,182,0,0,0,0,0,0,5,34,0,0,0,0,,,34,0,#DIV/0!
PerformanC/ReZygisk,278.02,247,2,2,0,2,2,0,32,203,9,9,20,20,2.95,2.95,287,84,19.23%
gatieme/LDD-LinuxDeviceDrivers,0,893,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
fukuchi/libqrencode,0,602,0,0,0,0,0,0,10,61,0,0,0,0,,,61,0,#DIV/0!
altdesktop/playerctl,0,94,0,0,0,0,0,0,3,3,0,0,0,0,,,3,0,#DIV/0!
facebook/openzl,0,112,0,0,0,0,0,0,5,11,0,0,0,0,,,11,0,#DIV/0!
orangeduck/mpc,0,347,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
xdp-project/xdp-tutorial,1813.63,622,1,0,0,1,0,0,34,229,0,0,0,0,,,239,10,0.00%
nigels-com/glew,0,625,0,0,0,0,0,0,46,126,0,0,0,0,,,126,0,#DIV/0!
bb-qq/r8152,1118.57,223,1,0,0,1,0,0,1,11,0,0,0,0,,,15,4,0.00%
minoca/os,0,245,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
recp/cglm,0,307,0,0,0,0,0,0,64,405,0,0,0,0,,,405,0,#DIV/0!
haampie/libtree,0,66,0,0,0,0,0,0,10,62,0,0,0,0,,,62,0,#DIV/0!
pret/pokeemerald,2027.17,1341,8,7,0,8,7,0,473,1716,458,458,1612,1612,5.29,5.29,27229,25513,5.94%
ShadowsocksR-Live/shadowsocksr-native,0,767,0,0,0,0,0,0,5,50,0,0,0,0,,,50,0,#DIV/0!
EZLippi/WebBench,2707.81,1100,3,0,0,3,0,0,1,1,0,0,0,0,,,15,14,0.00%
hufrea/byedpi,649.05,271,1,1,0,1,1,0,6,21,2,2,7,7,0.71,0.71,23,2,77.78%
antirez/dump1090,3786.72,552,3,1,0,3,1,0,2,39,1,1,30,30,,,435,396,7.04%
eduard-permyakov/permafrost-engine,0,115,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
IoLanguage/io,0,329,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
apple-oss-distributions/xnu,0,295,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
linux-can/can-utils,3629.18,736,2,2,0,2,2,0,22,108,22,22,108,108,4.9,4.9,120,12,90.00%
viabtc/viabtc_exchange_server,2192.65,1447,5,4,0,5,4,0,14,64,14,14,64,64,76.67,76.67,394,330,16.24%
saitoha/libsixel,1567.1,78,1,0,0,1,0,0,14,34,0,0,0,0,,,162,128,0.00%
eth-brownie/brownie,0,609,0,0,0,0,0,0,811,2991,0,0,0,0,,,2991,0,#DIV/0!
seemoo-lab/nexmon,1114.83,478,3,2,0,3,2,0,12,119,11,11,89,89,88.85,88.85,209,90,49.72%
panda-re/panda,0,494,0,0,0,0,0,0,594,2411,0,0,0,0,,,2411,0,#DIV/0!
risinek/esp32-wifi-penetration-tool,1019.43,414,1,1,0,1,1,0,3,29,1,1,27,27,,,58,29,48.21%
strongswan/strongswan,1000.12,814,1,1,0,1,1,0,22,106,1,1,17,17,,,189,83,17.00%
vedderb/bldc,1683.58,1512,5,4,0,5,4,0,49,246,43,43,132,132,4.42,4.42,340,94,58.41%
buaazp/zimg,0,404,0,0,0,0,0,0,9,47,0,0,0,0,,,47,0,#DIV/0!
langhuihui/jessibuca,0,460,0,0,0,0,0,0,4,4,0,0,0,0,,,4,0,#DIV/0!
zauonlok/renderer,0,294,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
openmv/openmv,2587.4,1187,2,1,0,2,1,0,2079,3358,723,723,1286,1286,5.3,5.3,3770,412,75.74%
tio/tio,0,191,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
okbob/pspg,0,92,0,0,0,0,0,0,6,32,0,0,0,0,,,32,0,#DIV/0!
cleanflight/cleanflight,2793.42,1319,5,4,2,4,3,0,330,3362,14,4,90,36,34.47,113.59,7268,3906,0.91%
dlundquist/sniproxy,4582.44,407,1,0,0,1,0,0,41,211,0,0,0,0,,,222,11,0.00%
DynamoRIO/drmemory,0,296,0,0,0,0,0,0,244,650,0,0,0,0,,,650,0,#DIV/0!
