Original Repo Name,Stars,Family Count (All Forks),Family Count (Stars >= 10),Family Repo Names (Stars >= 10),Commit Count where from_repo contains original repo,Commit Count total commits (all chunks for repo),Forks with Unique Commits Count,PR Coverage Ratio,PR Merge Rate
Klipper3d/klipper,11071,5372,30,bigtreetech/klipper;Desuuuu/klipper;naikymen/klipper-for-cnc;0xD34D/klipper_ender3_v3_se;dmbutyugin/klipper;dockterj/klipper;SteveGotthardt/klipper;gear2nd-droid/klipper;Arksine/klipper;singh-gur/mini_klipper;PrusaOwners/klipper;garethky/klipper;K1-Klipper/klipper;mental405/klipper;proto3/klipper-plasma;alchemyEngine/klipper;marianocarpentier/klipper;gbkwiatt/klipper;Piezoid/klipper;stas2z/klipper-aquila-n32;Laker87/klipper;berghauz/klipper;Cirromulus/klipper;cruwaller/klipper;pellcorp/klipper;SoftFever/klipper;mainsail-crew/creality-k1-klipper;RF1000community/klipper;E4ST2W3ST/klipper;FromtonRouge/TevoTornado-Klipper,7677,29635,29,0.7,0.4478712705
Kurento/kurento-media-server,3069,684,0,,2216,2216,0,,0.375
KwaiAppTeam/KOOM,3345,445,0,,269,269,0,,0.8411214953
LANDrop/LANDrop,5722,447,1,peng-zhihui/LANDrop,66,66,0,0,0.09090909091
LMDB/lmdb,2865,554,1,swiftlang/swift-lmdb,1838,1859,1,0,0
LMMS/lmms,9368,1125,1,teslamotors/lmms,8570,9730,1,0,0.7661849711
LUX-Core/lux,3773,94,0,,3312,3312,0,,0.4215686275
LadybirdBrowser/ladybird,56434,2570,1,awesomekling/ladybird,73488,73759,1,1,0.8736027515
Legrandin/pycryptodome,3161,556,0,,3095,3095,0,,0.4941176471
LibreCAD/LibreCAD,5427,1149,0,,6482,6482,0,,0.7681704261
LibreOffice/core,3500,759,0,,621632,621632,0,,0
LibreSprite/LibreSprite,6670,424,0,,5398,5398,0,,0.7068965517
LibreVR/Revive,3722,337,0,,1828,1828,0,,0.6976744186
Librum-Reader/Librum,5207,221,0,,2785,2785,0,,0.5072463768
Lienol/openwrt,3610,1856,0,,72801,72801,0,,0.34
Light-City/CPlusPlusThings,42569,8870,0,,326,326,0,,0.576
LiteOS/LiteOS,4909,1585,0,,1920,1920,0,,0.8121301775
LizardByte/Sunshine,32122,1534,3,qiin2333/Sunshine-Foundation;Nonary/vibeshine;HexJacaranda/Sunshine,3083,5048,3,1,0.6055151283
LongSoft/UEFITool,5190,701,4,tuxuser/UEFITool;ISpillMyDrink/UEFITool;skochinsky/UEFITool;system76/UEFITool,885,1078,4,0,0.7719298246
LuaJIT/LuaJIT,5322,972,11,moonjit/moonjit;WohlSoft/LuaJIT;tarantool/luajit;plctlab/LuaJIT;fperrad/LuaJIT;fsfod/LuaJIT;corsix/LuaJIT;infiWang/LuaJIT;Srlion/LuaJIT-Obfuscator;helce/LuaJIT;PPC64/LuaJIT,2974,9489,11,0.7272727273,0
LumaTeam/Luma3DS,6078,579,6,Nanquitas/Luma3DS;R-YaTian/Luma3DS;RShadowhand/SaltFW;2b-zipper/Nexus3DS;mind-overflow/Luma3DS-3GX;Byebyesky/Luma3DS-Streaming-Fork,1801,2250,6,0.6666666667,0.5256410256
Lymphatus/caesium-image-compressor,5393,316,1,larygwil/caesium-image-compressor,520,520,0,0,0.8472222222
M2Team/NanaZip,12482,316,1,rescenic/nanazip,1152,1152,0,0,0.8111888112
MAZHARMIK/Interview_DS_Algo,3496,1635,0,,6315,6315,0,,0.04347826087
MTG/essentia,3298,574,1,wo80/essentia,3819,3975,1,1,0.7055702918
MaJerle/stm32f429,2420,1355,0,,808,808,0,,0.6
MaaAssistantArknights/MaaAssistantArknights,18880,2429,3,LmeSzinc/MaaAssistantArknights;1harios/MaaAssistantArknights;Houdou/MaaAssistantArknights,17871,17872,1,0.3333333333,0.8400520156
Maplespe/DWMBlurGlass,3823,161,0,,330,330,0,,0.8734177215
Maplespe/ExplorerBlurMica,3581,171,1,DRKCTRLDEV/Mica4U,81,95,1,0,0.6666666667
MariaDB/server,6774,1898,0,,295046,295046,0,,0.5218652387
MarlinFirmware/Configurations,2208,3369,3,bigtreetech/Configurations;Jyers/Configurations;rhapsodyv/Configurations,1858,1898,3,0.3333333333,0.75
MarlinFirmware/Marlin,17182,15844,105,Jyers/Marlin;CR6Community/Marlin;InsanityAutomation/Marlin;mriscoc/Marlin;bigtreetech/Marlin;jcrocholl/Marlin;th3dstudio/UnifiedFirmware;SkyNet3D/Marlin;ErikZalm/Marlin;pinguinpfleger/ASWX1-FW-MOD;Foxies-CSTL/Marlin_2.1.x;derhopp/Marlin-with-Anycubic-i3-Mega-TFT;smith3d/Marlin;Vertabreak/Marlin;morningreis/Marlin-SKR-E3-Mini-1.2;bq/Marlin;rhapsodyv/Marlin;FB-G6/Marlin;looxonline/Marlin;codiac2600/SKR-Bear-Marlin;Allted/Marlin;kad/Marlin;KerseyFabrications/Marlin;davidtgbe/Marlin;DerAndere1/Marlin;MakerLabMe/Marlin;Ultimaker/Marlin;CR30-Users/Marlin-CR30;teachingtechYT/Marlin;just-trey/Marlin;inib/Marlin;thisiskeithb/Marlin;makerbase-mks/Marlin-2.x.x;Guizz27/Marlin---Longer-LKx-Pro;steenerson/Marlin_SKR_E3_Mini_12_512K;thinkyhead/Marlin;kory75/Marlin_360;drunken-octopus/drunken-octopus-marlin;tpruvot/Marlin;KAY3D/Marlin;cosmoderp/Marlin;digant73/Marlin;dderg/Marlin-Neptune-3-Pro;Desuuuu/Marlin;MarginallyClever/Marlin;mlee12382/Elegoo-Neptune-Marlin;SXHXC/Marlin-Anycubic-Predator-Trigorilla-PRO;LeandroLoiacono/2L-Robot-Arm-Marlin;LCh-77/Marlin;emilio1625/Anycubic-Kossel-Marlin;vitaminrad/Marlin-for-Scara-Arm;johncarlson21/SV04-Marlin-2.1.x;teemuatlut/Marlin;lincomatic/Marlin;xC0000005/Marlin;Domush/mvCNC-Modern-Vintage-CNC-Firmware;QU-BD/Up-Marlin;nophead/Marlin;Andy-Big/Marlin_FB_Reborn;ttsalo/Marlin-SCARA;simon-jouet/Marlin;AndersSahlman/Marlin;dot-bob/Marlin;Rotrics-Dev/Marlin_For_DexArm;apballard/Marlin;rene-aguirre/Marlin;bkubicek/Marlin;therippa/Marlin;jmz52/Marlin;ThomasToka/Marlin;petrzmax/Marlin;RolfZuckowskiUltras/TwoTrees_Sapphire_RawMarlin;systemik/Marlin;freakydude/Marlin;andyrblank/Marlin-Maker-Select-V2;shadow578/Marlin-H32;criskurtin/Marlin;T3P3/Marlin;ursoft/Marlin;PrusaOwners/Marlin;mlaws/solidoodle2-marlin;ABH10/Marlin-for-Raise3D-N-series;vehystrix/Elegoo-Neptune-marlin;daid/Marlin;CN-CNC/Marlin;minimal3dp/Marlin;FBGhost-community/Marlin;jam3sward/Marlin;ArcDroid/Marlin-ArcDroid;blastrock/Marlin-sv06;mikejr83/Marlin-ArtistD;1larity/Marlin;crysxd/Marlin;Ulf-vom-Mond/Marlin;josephclarke333/Marlin-EasythreedX1;mdippold/Marlin;dvborzov/Marlin;mjrama/Marlin;3DPrintBeginner/Marlin;TheThomasD/Marlin;hercek/Marlin;otioss/Marlin;damienmg/Marlin;3DPrintBeginner/Marlin;CarlosGS/MarlinForCyclone,27517,60320,105,0.5428571429,0.7316210397
MaskRay/ccls,4003,325,0,,2655,2655,0,,0.4387755102
MatsuriDayo/nekoray,15006,1487,3,bernard-xu/nekoray;freegeekman/nekoray;Stevemoretz/nekoray,676,762,3,0,0.5526315789
MayaPosch/NymphCast,2516,85,0,,1257,1257,0,,0.9565217391
Mbed-TLS/mbedtls,6315,2599,5,ARM-software/CMSIS-mbedTLS;espressif/mbedtls;cuberite/polarssl;hannestschofenig/mbedtls;antscode/mbedtls-Mac-68k,47325,49450,5,0.6,0.7332366215
McNopper/OpenGL,2499,688,0,,262,262,0,,0.7
MegEngine/MegEngine,4805,550,0,,3616,3616,0,,0.5527950311
Meituan-Dianping/DBProxy,2282,562,0,,146,146,0,,0.71875
Meituan-Dianping/Logan,5994,889,0,,313,313,0,,0.4125874126
Meituan-Dianping/SQLAdvisor,5645,1219,1,ppabc/SQLAdvisor,11,33,1,0,0.25
MiSTer-devel/Main_MiSTer,3200,330,4,spark2k06/Main_MiSTer;MiSTer-unstable-nightlies/Main_MiSTer;MiSTer-DE10-Standard/Main_MiSTer;furrtek/Main_MiSTer,1924,2040,4,0.25,0.7755102041
MidnightCommander/mc-old,2663,383,1,mooffie/mc,17587,18161,1,0,0.03105590062
MinhasKamal/CreepyCodeCollection,2395,141,0,,173,173,0,,0.2105263158
MisterTea/EternalTerminal,3402,198,0,,1479,1479,0,,0.9201277955
Mooophy/Cpp-Primer,8283,2998,0,,1813,1813,0,,0.5654450262
Motion-Project/motion,3909,546,0,,2441,2441,0,,0.8348134991
MrGlockenspiel/activate-linux,5582,117,0,,395,395,0,,0.8196721311
MultiMC/Launcher,4543,673,4,UltimMC/Launcher;Ponywka/MultiMC5-with-offline;Forkk/MultiMC5;JJTech0130/MultiMC5,3232,3706,3,0.5,0.6729559748
Mzzopublic/C,4200,1729,0,,2,2,0,,0
N64Recomp/N64Recomp,7415,424,0,,140,140,0,,0.75
NASA-SW-VnV/ikos,3069,266,0,,514,514,0,,0.724137931
NLnetLabs/unbound,4062,422,0,,8544,8544,0,,0.7392405063
NVIDIA-Omniverse/PhysX,4287,534,3,o3de/PhysX;Brickadia/PhysX;fabmax/PhysX,62,318,3,0.3333333333,0.2391304348
NVIDIA/DALI,5568,653,0,,4405,4405,0,,0.8835125448
NVIDIA/FasterTransformer,6361,844,4,void-main/FasterTransformer;THUDM/FasterTransformer;cameronfr/FasterTransformer;niyunsheng/EMS-SD,231,295,4,0.25,0.5680473373
NVIDIA/TensorRT,12444,2294,2,keddyjin/TensorRT_StableDiffusion_ControlNet;rajeevsrao/TensorRT,848,868,2,1,0.5890410959
NVIDIA/cuda-samples,8542,2228,0,,482,482,0,,0.3125
NVIDIA/cutlass,8916,1458,3,MegEngine/cutlass;intel/sycl-tla;MooreThreads/mutlass,819,1811,3,0.3333333333,0.7061611374
NVIDIA/nccl,4289,1037,3,hpdps-group/COCCL;facebookresearch/nccl;tbennun/nccl-windows,359,907,3,0.6666666667,0.2967479675
NVIDIA/open-gpu-kernel-modules,16435,1407,2,tinygrad/open-gpu-kernel-modules;nanovms/gpu-nvidia,217,286,2,0,0.06470588235
NVIDIA/thrust,4989,788,0,,5248,5248,0,,0.7352647353
NVIDIAGameWorks/Falcor,3028,552,1,Trylz/RestirFalcor,1264,1470,1,0,0.5714285714
NVIDIAGameWorks/PhysX,3460,804,2,prestomation/PhysX;Admer456/PhysX-lite,17,50,2,0.5,0
NVlabs/tiny-cuda-nn,4342,568,0,,552,552,0,,0.8541666667
NatronGitHub/Natron,5182,368,0,,17415,17415,0,,0.8045602606
Neargye/magic_enum,5843,514,0,,607,607,0,,0.8112244898
NerdLang/nerd,3610,136,0,,998,998,0,,0.8
NetHack/NetHack,3396,510,1,fancypantalons/NetHack,18625,18660,1,0,0.2131979695
Netflix/bpftop,2583,127,0,,231,231,0,,0.7948717949
Netflix/dynomite,4219,537,1,DynomiteDB/dynomite,1741,1779,1,1,0.8454332553
Nevcairiel/LAVFilters,8501,799,2,mpc-hc/LAVFilters;strukturag/LAVFilters,4505,4954,2,0,0.1846153846
Next-Flip/Momentum-Firmware,7682,410,2,twoelw/Kiisu-Momentum-Firmware;kalicyh/Momentum-Firmware-CN,15015,15155,2,0,0.7095238095
NickvisionApps/Parabolic,4563,207,0,,3592,3592,0,,0.951417004
NicoHood/HID,2520,397,2,keyboardio/KeyboardioHID;gdsports/HID,500,852,2,0.5,0.6229508197
NixOS/nix,15581,1766,5,nix-windows/nix;DeterminateSystems/nix-src;auxolotl/nix;edolstra/nix;volth/nix-windows,26386,28799,4,0.8,0.7656860193
NixOS/patchelf,4094,512,0,,1014,1014,0,,0.7151335312
NoiseByNorthwest/php-spx,2506,132,1,beyondcode/php-spx,534,552,1,0,0.9139072848
Notselwyn/CVE-2024-1086,2420,331,0,,54,54,0,,0.5
Nukem9/dlssg-to-fsr3,4879,235,1,optiscaler/dlssg-to-fsr3,176,178,1,0,0
OAID/Tengine,4501,1048,0,,1146,1146,0,,0.8431137725
OGRECave/ogre,4434,1070,0,,14018,14018,0,,0.9177067083
OISF/suricata,5842,1579,2,ntop/suricata;regit/suricata,21874,27368,2,0.5,0.1676204923
OSGeo/gdal,5642,2740,6,ddohler/gdal-js;DLR-TS/gdal;aradfarahani/gdal;rouault/gdal;Esri/gdal;nutiteq/gdal,83738,136878,6,0.8333333333,0.9094314676
OneLoneCoder/olcPixelGameEngine,4053,917,0,,329,329,0,,0.16
Oneflow-Inc/oneflow,9374,1047,0,,20340,20340,0,,0.8009375
OnionUI/Onion,4005,299,1,DantSu/Telmi-story-teller,1491,1630,1,0,0.7768421053
OpenAtomFoundation/pikiwidb,6098,1127,1,topling/todis,2666,3034,1,0,0.7966002345
OpenGenus/cosmos,13716,3598,4,cenaion/cosmos;JessiPal/cosmos;sydneyhen/cosmos;boynft11/cosmos1,10696,10697,1,0.5,0.5653215404
OpenIntelWireless/itlwm,7093,714,2,Lorys89/itlwm;usr-sse2/itlwm,823,874,2,0.5,0.5106382979
OpenKinect/libfreenect,3734,1072,5,bwhite/libfreenect;imekinox/openkinect;ros-pkg-git/libfreenect;samyk/libfreenect;michael-nischt/libfreenect,755,873,4,1,0.3032258065
OpenMW/openmw,6094,773,5,TES3MP/TES3MP;zinnschlag/openmw;fgsfdsfgs/openmw;dwing4g/openmw;vsgopenmw-dev/vsgopenmw,37915,41862,5,0.2,0.8489341983
OpenMathLib/OpenBLAS,7155,1610,0,,10067,10067,0,,0.867968233
OpenNMT/CTranslate2,4174,404,1,arlo-phoenix/CTranslate2-rocm,2302,2310,1,0,0.9137489325
OpenRCT2/OpenRCT2,14881,1718,4,IntelOrca/OpenRCT2;rsn8887/OpenRCT2;Basssiiie/OpenRCT2-Unity;olydis/OpenRCT2,29769,31014,4,0.5,0.8776848508
OpenSC/OpenSC,2880,771,3,jpki/OpenSC;frankmorgner/OpenSC;CardContact/OpenSC,10853,11331,3,1,0.719016558
OpenTTD/OpenTTD,7320,1050,1,Assert1/OpenTTD,33897,33914,1,0,0.8645763843
OpenVPN/openvpn,12890,3223,4,mullvad/openvpn;microsoft/openvpn;bendlas/openvpn-tuna;mozilla/openvpn,6224,6362,4,0,0
OpenXRay/xray-16,3347,482,4,ShokerStlk/xray-16-SWM;gunslingermod/GunsXRay;qweasdd136963/OXR_CoC;avoitishin/xray-16,8875,11533,4,0.75,0.7205757832
OrcaSlicer/OrcaSlicer,11707,1516,6,TheSpaghettiDetective/JusPrin;Snapmaker/OrcaSlicer;NanashiTheNameless/OrcaSlicer;ZeroGDesign/OrcaSlicer;ANYCUBIC-3D/OrcaSlicer;FlashForge/OrcaSlicer,28262,30282,6,0.8333333333,0.7545673906
Overv/VulkanTutorial,3566,548,2,jjYBdx4IL/VulkanTutorial-VisualStudioProjectFiles;KhronosGroup/VulkanTutorial,1434,1438,1,0.5,0.8736263736
P-H-C/phc-winner-argon2,5151,442,0,,663,663,0,,0.7222222222
PCSX2/pcsx2,13999,1870,15,ARMSX2/ARMSX2;TellowKrinkle/pcsx2;SirMangler/pcsx2;ASI-Factory/PCSX2-Fork-With-Plugins;xTVaser/pcsx2-rr;987123879113/pcsx2;blueclouds8666/pcsx2_XP;SmileTheory/pcsx2;aliaspider/pcsx2;nixxou/pcsx2;scurest/pcsx2;spec-chum/XBSX2;XboxEmulationHub/XBSX2;tunip3/XBSX2;PCSX2-UWP-Team/pcsx2,22400,32928,14,0.2666666667,0.8801965231
PX4/PX4-Autopilot,10611,13805,13,ArduPilot/archived-PX4Firmware;guanglun/PX4-Autopilot;SindreMHegre/PX4-Autopilot-public;ethz-asl/ethzasl_fw_px4;modalai/px4-firmware;Peize-Liu/PX4-Autopilot;omniquad-research/PX4-OmniQuad;ATLFlight/Firmware;tonirosendahl/Thunderbird;cuav/PX4-Autopilot;DISCOWER/PX4-Space-Systems;LLlkaiwen/Firmware;CopterExpress/Firmware,52257,66448,13,0.6923076923,0.7378870777
PaddlePaddle/Paddle,23482,5831,0,,61512,61512,0,,
PaddlePaddle/Paddle-Lite,7188,1630,1,superlich7/Paddle-Lite,8958,10792,1,1,0.7878340106
PancakeTAS/lsfg-vk,3723,81,0,,339,339,0,,0.5111111111
Perfare/Zygisk-Il2CppDumper,2933,8352,2,lico-n/Zygisk-Il2CppDumper;Jordan231111/Zygisk-Il2CppDumper,44,48,2,0,0.0206185567
PerformanC/ReZygisk,2826,247,2,nampud/ReZygisk;JingMatrix/ReZygisk,641,725,2,1,0.6153846154
PetoiCamp/OpenCat-Quadruped-Robot,4296,516,0,,920,920,0,,0.8115942029
Pithikos/C-Thread-Pool,2283,668,0,,274,274,0,,0.6086956522
PixarAnimationStudios/OpenSubdiv,3030,585,0,,3018,3018,0,,0.8440265487
PixarAnimationStudios/OpenUSD,6976,1298,8,autodesk-forks/USD;NVIDIAGameWorks/USD;sideeffects/USD;NVIDIA-Omniverse/OpenUSD;dboogert/USD;marsupial/USD;LumaPictures/USD;dreamworksanimation/USD,14658,39988,8,0.875,0.4688361831
PixlOne/logiops,3956,288,0,,344,344,0,,0.4736842105
PlatformLab/NanoLog,3307,357,1,zwzw1/NanoLog,153,159,1,1,0.3157894737
PlummersSoftwareLLC/Primes,2841,606,1,davepl/Primes,1029,1039,1,1,0.6963613551
PointCloudLibrary/pcl,10755,4550,1,SkoltechRobotics/pcl,16244,16248,1,0,0.8372881356
PowerDNS/pdns,4173,975,2,jhcloos/pdns;ahupowerdns/pdns,40636,40974,2,1,0.9257767034
PrismLauncher/PrismLauncher,8088,871,4,Diegiwg/PrismLauncher-Cracked;LemonShaped/PrismLauncher-FTB;LunaisLazier/ShatteredPrismOld;DIDIRUS4/AstralPrism,10876,11288,3,0.25,0.8640500569
Project-OSRM/osrm-backend,7296,3823,2,fossgis-routing-server/osrm-backend;Telenav/osrm-backend,10849,11860,2,1,0.7884
ProjectPhysX/FluidX3D,4795,435,0,,343,343,0,,0
ProtonVPN/android-app,3134,423,1,SMH01-MOD-NEXT/ProtonMOD-NEXT,7525,7603,1,0,0
Provenance-Emu/Provenance,6182,704,2,jasarien/Provenance;JoeMatt/Provenance,8240,8453,1,0.5,0.6297662977
Proxmark/proxmark3,3389,783,7,iceman1001/proxmark3;peterfillmore/proxmark3;samyk/proxmark3-og;pwpiwi/proxmark3;marshmellow42/proxmark3;PenturaLabs/proxmark3;g3gg0/proxmark3,2427,5413,7,0.7142857143,0.8719723183
PufferAI/PufferLib,4483,321,1,Emerge-Lab/PufferDrive,3590,4618,1,1,0.5829145729
PureDarwin/PureDarwin,2479,200,0,,1027,1027,0,,0.6626506024
PurpleI2P/i2pd,3731,466,0,,8955,8955,0,,0.8787234043
Qihoo360/Atlas,4648,1149,0,,180,180,0,,0.3571428571
Qihoo360/evpp,3744,954,0,,3817,3817,0,,0.5471698113
Qv2ray/Qv2ray,16999,3286,2,V2RaySSR/Qv2ray;RPRX/Qxray,3300,3306,2,0.5,0.8141025641
R3nzTheCodeGOD/R3nzSkin,4936,742,6,hydy100/R3nzSkin;Xuemantou/R3nzSkin-For-China-Server;Sheelia/R3nzSkin-v13.24;cjd0901/R3nzSkin;J-EnJay/R3nzSkinCN;hotline1337/R3nzSkin-Improved,263,429,6,0.6666666667,0.1666666667
RIOT-OS/RIOT,5643,1908,2,unwireddevices/RIOT;gschorcht/RIOT-Xtensa-ESP,50713,53560,2,1,0.8433135335
RMerl/asuswrt-merlin.ng,5861,710,1,Nastya105/asuswrt-merlin.ng,6112,6112,0,0,0.5909090909
ROCm/hip,4276,609,0,,16858,16858,0,,0.753511236
RPCS3/rpcs3,17801,2128,9,rajkosto/rpcs3;DHrpcs3/rpcs3;kd-11/rpcs3;illusion0001/rpcs3;elad335/rpcs3;Megamouse/rpcs3;Bigpet/rpcs3;Zangetsu38/rpcs3;RipleyTom/rpcs3,18813,21011,9,1,0.8949104618
RPISEC/MBE,5890,897,0,,33,33,0,,0.7692307692
RT-Thread/rt-thread,11600,5214,11,BernardXiong/rt-thread;OpenPowerware/rt-thread;ylyamin/RT-Thread-on-Allwinner-D1H;armink/rt-thread;SummerGift/rt-thread;ryfjggrugifgig-m5-1/rt-thread;morningior-m0-5/rt-thread;hendecee-m0-4/rt-thread;becauseairm0-6/rt-thread;chei0rof3orm-m0-3/rt-thread;foodular4b13/rt-thread,18175,18477,5,0.3636363636,0.7627228525
RainerKuemmerle/g2o,3362,1120,1,felixendres/g2o,2193,2216,1,1,0.9164345404
Ralim/IronOS,7964,778,0,,3862,3862,0,,0.8726738492
RamonUnch/AltSnap,4423,134,0,,1191,1191,0,,0.9656652361
RandyGaul/cute_headers,4868,341,0,,984,984,0,,0.8640776699
RavenSystem/esp-homekit-devices,2942,369,0,,954,954,0,,0.1875
RawTherapee/RawTherapee,3690,374,0,,14016,14016,0,,0.8898743533
ReactiveX/RxCpp,3167,435,0,,959,959,0,,0.7743902439
RediSearch/RediSearch,6024,567,0,,15815,15815,0,,0.8592699328
Redot-Engine/redot-engine,5680,268,0,,94855,94855,0,,0.6673913043
RfidResearchGroup/proxmark3,5013,1212,4,UberGuidoZ/proxmark3;samyk/proxmark3;salmg/proxmark3;iceman1001/proxmark3-1,20928,20968,2,1,0.8963705826
RikkaApps/Riru,5097,601,2,canyie/Riru;KitsuneMagisk/Riru,534,572,1,0.5,0.829787234
RobotLocomotion/drake,3820,1264,3,RussTedrake/drake;AlexandreAmice/drake;HarvardAgileRoboticsLab/drake,35349,38394,3,1,0.8956486471
RsyncProject/rsync,4024,477,0,,7806,7806,0,,0.4870466321
RubyMetric/chsrc,6494,263,0,,1889,1889,0,,0.7744360902
SFML/SFML,11504,1880,3,vittorioromeo/VRSFML;binary1248/SFML;Beuc/SFML-Android,4040,8609,3,0.6666666667,0.7042190305
SJTU-IPADS/PowerInfer,8436,473,0,,1656,1656,0,,0.8405797101
SRombauts/SQLiteCpp,2598,550,0,,1020,1020,0,,0.7739463602
SamyPesse/How-to-Make-a-Computer-Operating-System,22707,3437,2,0xAX/How-to-Make-a-Computer-Operating-System;CasterWx/How-to-Make-a-Computer-Operating-System-ZH-CN,243,250,1,0,0.4329896907
SanderMertens/flecs,7764,595,1,Reddy-dev/Unreal-Flecs,5569,6955,1,1,0.8766756032
SchedMD/slurm,3485,708,1,ubccr-slurm-simulator/slurm_simulator,101337,101623,1,0,0.3142857143
SecWiki/linux-kernel-exploits,5532,1678,0,,113,113,0,,0.8
SecWiki/windows-kernel-exploits,8535,2726,2,Dm2333/windows-kernel-exploits;CyberMonitor/windows-kernel-exploits,283,283,0,0,0.8333333333
SerenityOS/serenity,32665,3407,1,awesomekling/serenity,66513,67237,1,1,0.8953078384
Serial-Studio/Serial-Studio,6257,940,0,,2401,2401,0,,0.8461538462
SeriousCache/UABE,4096,522,0,,42,42,0,,0.25
ShadowsocksR-Live/shadowsocksr-native,2778,767,0,,527,527,0,,0.5555555556
ShahjalalShohag/code-library,3397,832,2,H-K-R/code-library;ishandutta2007/code-library,960,1477,1,0,0.4358974359
SherlockGougou/BigImageViewPager,2232,253,0,,332,332,0,,0.5555555556
ShiqiYu/libfacedetection,12698,3024,0,,212,212,0,,0.7234042553
ShujiaHuang/Cpp-Primer-Plus-6th,3020,575,1,DercyCheng/CPP,83,100,1,0,0
Sigil-Ebook/Sigil,6572,617,0,,7160,7160,0,,0.7735849057
Simple-XX/SimpleKernel,3151,419,1,MRNIU/SimpleKernel,3688,8432,1,1,0.932885906
SinaKarvandi/Hypervisor-From-Scratch,2458,345,0,,250,250,0,,1
Slackadays/Clipboard,5563,165,0,,1889,1889,0,,0.7875
Snapchat/KeyDB,12371,655,0,,32398,32398,0,,0.7333333333
Snapchat/Valdi,15782,529,0,,72,72,0,,0
SoftEtherVPN/SoftEtherVPN,12786,2742,4,norbusan/SoftEtherVPN;dnobori/SoftEtherVPN;dajhorn/SoftEtherVPN;23Konradbase/SoftEtherVPN,2123,2336,4,0.75,0.8918604651
SpacehuhnTech/esp8266_deauther,14460,2687,8,SequoiaSan/FlipperZero-Wifi-ESP8266-Deauther-Module;akarsh98/esp8266_deauther;taner1/esp8266_deauther;andyrocks/esp32_deauther;dkyazzentwatwa/deauther_nano;XAS-712/esp8266_deauther;LmfaoHax/Heltec-deauther;NurTasin/esp8266_deauther,1072,1153,7,0.125,0.490797546
Squirrel/Squirrel.Windows,7837,1011,3,clowd/Clowd.Squirrel;discord/Squirrel.Windows;ppy/Squirrel.Windows,1414,2360,3,0.3333333333,0.6377118644
Stellarium/stellarium,9236,969,0,,36787,36787,0,,0.8294177732
Stichting-MINIX-Research-Foundation/minix,3344,1036,0,,7342,7342,0,,0.005952380952
StuckAtPrototype/Racer,3522,482,0,,24,24,0,,0.25
Studio3T/robomongo,9367,821,0,,2566,2566,0,,0.8139534884
Sunzxyong/Tiny,2641,336,1,tianyingzhong/Tiny,58,62,1,0,1
SwiftLaTeX/SwiftLaTeX,2233,130,0,,342,342,0,,0.4
Syllo/nvtop,9842,348,1,Alex313031/nvtop,570,593,1,0,0.7454545455
SynoCommunity/spksrc,3149,1192,6,publicarray/spksrc;Safihre/spksrc;chanfried/spksrc;josef109/spksrc;hgy59/spksrc;fredrike/spksrc,5273,6577,6,0.8333333333,0.7160862355
TASEmulators/desmume,3410,479,4,44670/desmume-wasm;LRFLEW/AM64DS_DeSmuME;libretro/desmume;mkdasher/desmume-widescreen,7317,7571,4,0.5,0.7523809524
TTimo/doom3.gpl,4608,921,6,id-Software/DOOM-3;iodoom/iod3;phire/doom3.gpl;idsoftware/doom3.gpl;NuclearMonster/iodoom3;ljbade/doom3.gpl,42,213,4,0.3333333333,0.3888888889
TarsCloud/Tars,10053,2088,1,YSGStudyHards/Tars,1074,1074,0,0,0.564516129
Tatsu-syo/noMeiryoUI,5983,180,0,,541,541,0,,0.75
TechEmpower/FrameworkBenchmarks,8017,1999,0,,16494,16494,0,,0.8598919649
TechUnRestricted/WinDiskWriter,3482,88,0,,339,339,0,,0.3333333333
TelegramMessenger/MTProxy,5510,971,2,GetPageSpeed/MTProxy;p1ratrulezzz/MTProxy-1,50,155,2,0.5,0.1095890411
Tencent/Hippy,8505,987,2,yyanglirong/Hippy;sohotz/Hippy,6915,8477,1,0.5,0.8914147521
Tencent/MMKV,18354,1971,1,Goooler/MMKV,1813,1885,1,1,0.8440860215
Tencent/TNN,4597,758,1,AsuharietYgvar/TNN,4183,4361,1,0,0.8245445829
Tencent/Tendis,3115,339,0,,2115,2115,0,,0.5775862069
Tencent/libco,8651,2095,1,52im/libco,88,88,0,0,0.2463768116
Tencent/libpag,5533,501,0,,1827,1827,0,,0.8572727273
Tencent/mars,17580,3541,3,52im/mars;danta666/mars;navyifanr/mars,2703,2705,2,0,0.623015873
Tencent/ncnn,22381,4265,6,ElegantGod/ncnn;nihui/ncnn;joeyballentine/ncnn-vulkan-python;BUG1989/ncnn;vsooda/ncnn;xiangweizeng/ncnn,3669,10172,6,0.8333333333,0.7629744384
Tencent/phxpaxos,3376,863,1,TencentOpen/phxpaxos,114,114,0,0,0.4838709677
Tencent/puerts,5807,803,0,,5250,5250,0,,0.7830609212
Tencent/rapidjson,14922,3510,2,TencentAPI/rapidjson_bk;xmrig/rapidjson,2896,2904,2,0.5,0.670984456
Tencent/wcdb,11580,1499,0,,5565,5565,0,,0.6666666667
Tencent/xLua,9936,2492,0,,972,972,0,,0.5699481865
